Frame,RX,RY,RZ,TX,TY,TZ,potZ,potRot,potY,potX
0,0.0046245683389373625,0.0013323128267109408,0.003215271434333212,60.20775432053512,0.35492469246513975,0.0,64.0,90.0,64.0,64.0
1,0.001007572257419472,-0.012553891620795324,0.002045457828943632,60.23750582993603,1.9205562458192118,0.0,64.0,90.0,64.0,64.0
2,0.00547895632554103,0.013265862333722579,0.0037054240027805806,60.189147566416594,4.030336249685987,0.0,64.0,90.0,64.0,64.0
3,-0.012009441234601173,0.0013640057054511209,0.004889929494505732,60.27689890107474,4.868499850453411,0.0,64.0,90.0,64.0,64.0
4,-0.0023789306291023974,-0.006211707019693689,-0.002841390426132161,60.47575008841221,5.588498420783442,0.0,64.0,90.0,64.0,64.0
5,0.00211340293429735,-0.003774203898215283,0.001497732765552803,60.09410158568131,8.131892763285606,0.0,64.0,90.0,64.0,64.0
6,-0.003004122299227861,-0.005468094185212682,-0.0026154835332089094,59.36741194993114,9.558959150310098,0.0,64.0,90.0,64.0,64.0
7,0.005433582383475092,0.0010670305094137387,0.0028142524903731593,59.60305668175566,11.417506834521822,0.0,64.0,90.0,64.0,64.0
8,0.004028428802411685,0.004899884239478888,0.0005678601908472231,58.993318086328365,12.45102139188971,0.0,64.0,90.0,64.0,64.0
9,-0.0010925788222517288,0.00526773821719257,-0.0006883094405578594,59.46563457349074,14.761411572129862,0.0,64.0,90.0,64.0,64.0
10,0.001598030282808786,0.001731152825141341,-0.0008944046460756951,58.97546276933402,16.372731645723682,0.0,64.0,90.0,64.0,64.0
11,-0.006686941165924744,-0.003190206550360647,-0.001990904484873709,57.67563451284675,16.900269738563704,0.0,64.0,90.0,64.0,64.0
12,0.0028980146616741894,-0.0046206111809452095,0.000673275432176954,58.001563044719134,18.801091233552793,0.0,64.0,90.0,64.0,64.0
13,-0.0026117551539579366,-0.0067936313144200304,0.001544595334508441,57.73041028714453,20.984448543761673,0.0,64.0,90.0,64.0,64.0
14,-0.00761887779762194,0.00540086978455133,-0.005222919609702505,57.2859887622028,21.772775195186767,0.0,64.0,90.0,64.0,64.0
15,-0.004624766675115126,-0.00024207400623789234,-0.00043850768320581005,55.42140333238222,23.172619392895076,0.0,64.0,90.0,64.0,64.0
16,0.002995227456694804,-0.006151594762344585,-0.005350904903701126,54.68564748243158,25.197916364426227,0.0,64.0,90.0,64.0,64.0
17,-0.0018582171499371529,-0.0025151965830903125,-0.0013972298774327348,54.96006018237126,26.09466719451013,0.0,64.0,90.0,64.0,64.0
18,-0.004719287701116942,0.006615593189777241,0.006972519571181213,53.625272121850735,27.95123666502173,0.0,64.0,90.0,64.0,64.0
19,-0.009241160712174864,-0.0015890676006820815,0.005304491523801081,52.105471794051475,28.811705060891732,0.0,64.0,90.0,64.0,64.0
20,0.00021960367170227718,-0.0051144351294747465,-0.003511933163085501,52.89025681877685,30.21940239008604,0.0,64.0,90.0,64.0,64.0
21,-0.0016106130248565002,-0.005904002168176715,0.001831659638367019,52.54520276219258,30.897303943825342,0.0,64.0,90.0,64.0,64.0
22,-0.00702239305463423,-0.004854237286907715,-0.00040746237806627494,50.500806023690515,32.44708416482205,0.0,64.0,90.0,64.0,64.0
23,-0.01183641206692959,-0.00013225912088663685,-0.010352649880962576,50.65306342326427,34.13702714260081,0.0,64.0,90.0,64.0,64.0
24,-0.005599989835612264,0.009640302811057608,0.004434163044749419,48.58486109070321,35.24091149902796,0.0,64.0,90.0,64.0,64.0
25,0.00042320034123265963,0.004202575859356182,-0.002663140949598269,48.062392580175775,36.45192941442095,0.0,64.0,90.0,64.0,64.0
26,-0.010655641925189915,0.0028942423136870087,0.0025409001845139454,47.2360215259358,37.81083647392802,0.0,64.0,90.0,64.0,64.0
27,0.004716563732280211,0.004790698600072746,0.004013829864732453,46.39105802290537,39.069120090218334,0.0,64.0,90.0,64.0,64.0
28,-0.004689156198568453,-0.005546102054871372,-0.006814795020676333,45.606604194863394,40.22615522109062,0.0,64.0,90.0,64.0,64.0
29,0.0006541856117766057,-0.0012108839043612025,0.005632060260461806,43.677096036358286,40.99333167989103,0.0,64.0,90.0,64.0,64.0
30,-0.0004012425268437752,0.001147946021091157,0.004536878233820151,42.845741629784406,42.83763098188192,0.0,64.0,90.0,64.0,64.0
31,0.0011020777823852561,0.003666817783019297,0.00354834969768994,41.23442507158068,44.38222731386535,0.0,64.0,90.0,64.0,64.0
32,0.007262764775077612,-0.0002544445789707756,-0.007133988610768428,40.16105055458892,45.076266307612606,0.0,64.0,90.0,64.0,64.0
33,-0.00441320060663259,0.0005714517660591873,0.006124644638855978,39.092037036765504,45.61982296309686,0.0,64.0,90.0,64.0,64.0
34,-0.006063667551032693,0.005020956262985286,0.013791609071024917,38.53663847875342,46.586359018657376,0.0,64.0,90.0,64.0,64.0
35,0.00020744038952700522,-0.0047104970451058445,0.0060999936606881385,37.22915637708562,48.374163056136545,0.0,64.0,90.0,64.0,64.0
36,-0.005565981085512942,0.005267755322952642,-0.00413336637136136,35.76672123747777,48.18687354942118,0.0,64.0,90.0,64.0,64.0
37,0.0026891920010825043,0.0037945745197581777,3.2523049580055156e-05,34.53266794611266,49.85649134381087,0.0,64.0,90.0,64.0,64.0
38,0.0017947061660930999,0.0016392803847368616,0.0013410185750041615,32.64726561200462,50.703402641260126,0.0,64.0,90.0,64.0,64.0
39,-0.009453180076390214,-0.004833446115876622,0.0007608477512584191,31.944997950759085,51.30505874131376,0.0,64.0,90.0,64.0,64.0
40,-0.00640570091642431,0.0010907919544613691,-0.001137941202585755,30.796914818486574,52.03389557467651,0.0,64.0,90.0,64.0,64.0
41,0.0010156627387041502,0.0010571533677093535,0.005651448600559591,29.451276202196112,52.99218851633331,0.0,64.0,90.0,64.0,64.0
42,0.00769352896432424,-0.0012940901486441774,-0.0009841951329554338,28.42790746520636,53.75744902830677,0.0,64.0,90.0,64.0,64.0
43,-0.007246998468677089,0.004473033105609509,-0.001703765944088884,26.835519742204,54.21043119517931,0.0,64.0,90.0,64.0,64.0
44,-0.005972884041437513,-0.0026117873189561262,0.00013157282686020926,24.511651817170222,55.86608952233266,0.0,64.0,90.0,64.0,64.0
45,0.0007996504913561435,0.004808745787830436,0.0002826882221314007,23.190745522442143,55.466279638770565,0.0,64.0,90.0,64.0,64.0
46,0.0020678455230969993,0.00040938563247022535,0.0012775855894638353,22.190093461612484,56.61776140255704,0.0,64.0,90.0,64.0,64.0
47,-0.0022225168667875423,-0.003386977857361963,0.01144494643016858,21.27820889582606,56.821701095116715,0.0,64.0,90.0,64.0,64.0
48,0.0030888281259010605,0.005626194409735059,-0.0005376451443842887,18.58153604660445,57.13284691706402,0.0,64.0,90.0,64.0,64.0
49,-0.008141896113153392,-0.006154128518164938,-0.005012770524585753,17.33183937513964,58.33623501086456,0.0,64.0,90.0,64.0,64.0
50,-0.003255657208454406,0.0030972875162499744,-0.006187205307038563,15.507366687740259,58.97138411309574,0.0,64.0,90.0,64.0,64.0
51,-0.006795605655823613,0.0009051620627911563,-0.005582230440500393,14.382183720704464,58.38991278668049,0.0,64.0,90.0,64.0,64.0
52,-0.003984676446625416,0.006231313936824057,-0.0014273179016410743,12.788289271724738,58.18109985073346,0.0,64.0,90.0,64.0,64.0
53,0.007465267268096198,-0.002574123836045626,-0.005167043987982906,11.50467944159925,58.590855805803805,0.0,64.0,90.0,64.0,64.0
54,0.00422556376482766,0.004929109593015451,-0.0008741343481304857,9.910055266106877,59.532425021714644,0.0,64.0,90.0,64.0,64.0
55,0.008105051942870737,-0.007513883443235842,0.0004971397172348239,8.798412701213296,60.30679030410012,0.0,64.0,90.0,64.0,64.0
56,0.00010230615178414155,-0.0002351312824027277,0.001988825842095704,6.535191466867284,59.85023870421239,0.0,64.0,90.0,64.0,64.0
57,-0.00725384624495103,-0.0017944627872430643,-0.003016383631575988,5.086946544934578,60.05817780712012,0.0,64.0,90.0,64.0,64.0
58,-0.007563043347541451,0.004763421871282243,0.002050271978037497,3.593446570532254,59.88873822686564,0.0,64.0,90.0,64.0,64.0
59,-0.009002787663318449,0.00983165402930985,-0.00641712101816365,2.102091367428923,60.76246880801562,0.0,64.0,90.0,64.0,64.0
60,8.417881083269375e-05,0.006417321333759574,0.00775393166140025,0.835617384565368,60.00090434317553,0.0,64.0,90.0,64.0,64.0
61,0.003921430705228977,-0.006996638972878507,0.006124749303674555,-0.5926201219665999,60.252503535062765,0.0,64.0,90.0,64.0,64.0
62,0.0002944242509328699,0.0015047755720842965,0.003575964787739478,-1.874769867951725,60.03969792889178,0.0,64.0,90.0,64.0,64.0
63,0.0008056649981762375,0.005995189446497073,-0.010774808251539005,-4.039771167472724,60.37981178766264,0.0,64.0,90.0,64.0,64.0
64,-0.0028590071082033757,-0.003272579340638557,0.0009214657641738919,-5.8086365866853455,60.85997349869101,0.0,64.0,90.0,64.0,64.0
65,0.0031795438765652383,0.003952593748687325,-0.0010365069319839147,-7.805250709802963,59.7575716992659,0.0,64.0,90.0,64.0,64.0
66,0.0005303847909398205,-0.0016006810213874513,-0.005653523960096154,-9.555726733140228,59.97896680033774,0.0,64.0,90.0,64.0,64.0
67,-0.002921274196786503,0.002885073584327218,-0.002437005849950514,-10.24752675208886,59.06092041932977,0.0,64.0,90.0,64.0,64.0
68,-0.0022568229489053457,-0.002426688478641003,-0.0074910090925424415,-12.600889009344185,59.913531271203375,0.0,64.0,90.0,64.0,64.0
69,-0.00041570757476113487,-0.007407956682518275,0.006228701716907154,-13.629262406884932,59.181126404841,0.0,64.0,90.0,64.0,64.0
70,-0.0018069332597273817,0.0008572004264281235,0.005520337856747963,-16.20323859613839,59.11518114935172,0.0,64.0,90.0,64.0,64.0
71,0.001876761717748966,0.0025140002037233604,0.0014368173170841284,-17.098657845988242,57.905345974108265,0.0,64.0,90.0,64.0,64.0
72,-0.005099133916477462,0.0023523864422712016,0.0036642202590325967,-18.115443661331184,57.32426313831305,0.0,64.0,90.0,64.0,64.0
73,-0.0035708193734212733,0.0074397951491967235,0.0007756784244352877,-19.429655987612776,56.928132336278935,0.0,64.0,90.0,64.0,64.0
74,-0.004615017357997663,-0.0029836493594906,0.0005997959142097104,-21.793136963758364,56.844422516657744,0.0,64.0,90.0,64.0,64.0
75,-0.008405042662876488,0.004788490505762412,-0.009935600910888276,-22.18893934315796,55.77451780452444,0.0,64.0,90.0,64.0,64.0
76,-0.006700066470009584,0.0027043607168146205,-0.006626185715762194,-24.325654902030386,55.120823594022546,0.0,64.0,90.0,64.0,64.0
77,0.007385551716264899,0.0008610409575007816,0.00040874345018742986,-25.32525088472538,54.55103889112207,0.0,64.0,90.0,64.0,64.0
78,-0.001176120189723277,0.0050956511569904585,1.4331253206171917e-05,-27.018444122433518,53.643816581572636,0.0,64.0,90.0,64.0,64.0
79,0.0018469505727774316,0.0007929890798678196,-0.006397130418356339,-28.77362561037704,53.29949521158283,0.0,64.0,90.0,64.0,64.0
80,-0.006296927975727091,-0.0030105440159097063,-0.0024151133388348534,-30.122259768696733,52.648131451139484,0.0,64.0,90.0,64.0,64.0
81,-0.0011728145658667938,-0.003314424816347065,0.0021271618100999366,-31.22370904443011,52.02679205602059,0.0,64.0,90.0,64.0,64.0
82,0.008551469975043498,-0.007053726024546838,-0.006470456825497748,-32.76313925898047,50.73699171296508,0.0,64.0,90.0,64.0,64.0
83,0.0008981899630645119,-0.002623450537092304,-0.012989307702644398,-34.158971889509246,48.43025932453608,0.0,64.0,90.0,64.0,64.0
84,0.0027202275431561576,-0.003765504988269028,0.005285992814318443,-35.73191970019548,48.90043009175387,0.0,64.0,90.0,64.0,64.0
85,-0.0006881489756521486,-0.004623449764969316,-0.005943954552571255,-35.98031821036323,48.537028566224684,0.0,64.0,90.0,64.0,64.0
86,-0.0016714026847950984,0.004860922140378865,0.008760606346013023,-36.97134867657583,48.029391244764625,0.0,64.0,90.0,64.0,64.0
87,0.005215940064292287,-0.003975976195359162,-0.0034029798189476744,-38.92880570873659,46.938962386706685,0.0,64.0,90.0,64.0,64.0
88,0.004545785733622361,-0.006890562061282339,-0.0023062945563167648,-40.60109384907394,45.2617192763065,0.0,64.0,90.0,64.0,64.0
89,0.002685137542243003,-0.003303341913636331,-0.0029162326150198557,-41.58731806153347,45.388538139270594,0.0,64.0,90.0,64.0,64.0
90,0.018365409843465547,-0.0016676746488682615,0.0057695161849713955,-42.032237997571656,42.155290289059295,0.0,64.0,90.0,64.0,64.0
91,-0.007661353834939038,-0.0041413290644147305,0.0034137443186161042,-43.95057571555188,41.64826895411959,0.0,64.0,90.0,64.0,64.0
92,0.005538435983546083,0.0031783888255042443,0.005036507274325731,-44.804208746153684,41.100758913991214,0.0,64.0,90.0,64.0,64.0
93,-6.123552033114017e-05,-0.0038660307726163046,-0.0009902905652404896,-45.37799500920393,39.34272538622424,0.0,64.0,90.0,64.0,64.0
94,0.003595566753318585,-0.0035391285972937742,-0.003159355049629226,-46.1094962777083,38.41548410370067,0.0,64.0,90.0,64.0,64.0
95,0.003972709303185817,0.006340731990685096,0.006092449357960779,-48.20432729211667,36.72005953578026,0.0,64.0,90.0,64.0,64.0
96,-0.0018499768524089769,-0.0022247593963885272,-0.006063554876473433,-48.15904935707017,35.86907372113968,0.0,64.0,90.0,64.0,64.0
97,-0.006436761815589547,-0.004451235433370483,0.00394934661931293,-49.083190148117225,34.81897404831654,0.0,64.0,90.0,64.0,64.0
98,0.005069622267723542,-0.004873501697815367,-0.0022956450625552607,-50.44636584899261,33.11879115968978,0.0,64.0,90.0,64.0,64.0
99,0.002759080440417014,0.004595987564203622,0.003900544339026101,-51.34348534389712,31.91789601035316,0.0,64.0,90.0,64.0,64.0
100,-0.004482260910794258,-0.0054573732498504135,-0.009365593445774568,-51.387523194174314,30.063527985038878,0.0,64.0,90.0,64.0,64.0
101,-0.004498994356018223,-0.003677293024497534,-0.0006931395964959539,-52.612789279446055,29.43616620571626,0.0,64.0,90.0,64.0,64.0
102,-0.0062980826680211046,-0.0007040676882524955,0.001685273483254035,-52.5483506498411,27.71155751615116,0.0,64.0,90.0,64.0,64.0
103,-0.007418446028653839,-0.0003210028872389307,0.007505739498305883,-54.79616856310473,26.881387565136333,0.0,64.0,90.0,64.0,64.0
104,0.0007865187783698961,0.00979595538906072,-0.0005993427214525506,-55.49408484981326,24.77849246012011,0.0,64.0,90.0,64.0,64.0
105,0.0030828881069095947,-0.00795493285677897,-0.005815256106778877,-55.697325311492214,23.346895531824046,0.0,64.0,90.0,64.0,64.0
106,0.0038954303152414615,-0.012540010765002515,0.004785598611289736,-56.67523908589451,22.3325521154172,0.0,64.0,90.0,64.0,64.0
107,-0.00027644453531403007,-0.003678961899718817,0.0058365272124089535,-56.932546054961335,20.422049729284378,0.0,64.0,90.0,64.0,64.0
108,0.0005082407965071469,-0.004974839486942927,-0.00042377857872082217,-56.33339464003312,19.27955803155957,0.0,64.0,90.0,64.0,64.0
109,-0.0043051065419822225,0.003072810325282451,-0.0023508832191579086,-57.24247720712527,17.08631489617745,0.0,64.0,90.0,64.0,64.0
110,0.0016877746089864875,0.0006757851735465784,-0.0020200956553006687,-57.99514696710947,16.540925169539676,0.0,64.0,90.0,64.0,64.0
111,-0.002230588583573446,0.004984796103735106,0.0004778831635763755,-58.1514823952086,15.398230113718842,0.0,64.0,90.0,64.0,64.0
112,-0.004579217859405736,0.002407622081449368,-0.00045223870585574526,-59.214518579865434,13.714373033399145,0.0,64.0,90.0,64.0,64.0
113,0.004193456596605175,0.00036481804570594434,0.0067572309412736635,-59.30182746995388,12.009123511204676,0.0,64.0,90.0,64.0,64.0
114,-0.005844076741299526,0.004049696675655108,0.007053874916223991,-58.994132546434074,10.106136895855053,0.0,64.0,90.0,64.0,64.0
115,-0.0040691204947727435,-0.005430991480498647,0.005361817224194985,-59.621614730108,8.829534226547407,0.0,64.0,90.0,64.0,64.0
116,-0.004870754009476499,-0.0035560656098673434,0.003997487459861209,-60.298360882992206,7.569757634687863,0.0,64.0,90.0,64.0,64.0
117,0.0014255734707257482,-0.006897100328529827,0.007708984119989502,-60.459689521968514,4.023412225848378,0.0,64.0,90.0,64.0,64.0
118,-0.005967698322604588,-0.0003255852299230149,0.006022024773413869,-59.69681294632922,4.559273988817389,0.0,64.0,90.0,64.0,64.0
119,-0.004785365192647434,-0.00364103659195748,-0.005498079664432251,-60.34786110470701,2.877638621891629,0.0,64.0,90.0,64.0,64.0
120,-0.002874978371483245,-0.0019239348173770564,-0.0010740259973192434,-60.45605884233121,1.0638630195485528,0.0,64.0,90.0,64.0,64.0
121,0.006484578683866696,-0.003407121338148756,-0.0024972913008794676,-60.58888932362073,-0.3339062995282616,0.0,64.0,90.0,64.0,64.0
122,0.0039151141158381,-0.006651510086353973,-0.0038362710994081506,-60.23892035972978,-2.0744196445468446,0.0,64.0,90.0,64.0,64.0
123,0.001705920040996103,0.007364372314520975,-0.0009680374875564111,-59.76093783320025,-3.919488202098574,0.0,64.0,90.0,64.0,64.0
124,-0.0008374401308325142,-0.0032601970267296687,-0.003135909721020458,-60.4297672317188,-4.636341039724541,0.0,64.0,90.0,64.0,64.0
125,0.0005886846223798739,-0.006539400930889116,0.004498324652170791,-59.70991793219003,-6.7473799226908895,0.0,64.0,90.0,64.0,64.0
126,0.011392790842363042,-0.0010780322562750837,0.0026924994747112288,-60.04342329323629,-8.917300141338862,0.0,64.0,90.0,64.0,64.0
127,4.7487290724449026e-05,-0.0018629485783350221,0.005228022228264746,-59.74634488893232,-10.05311393584021,0.0,64.0,90.0,64.0,64.0
128,0.0013077623104743017,-0.009623092048470602,0.004838140410265284,-59.247680160554324,-11.806229955164754,0.0,64.0,90.0,64.0,64.0
129,0.005845512838907049,-0.0006954054956103713,0.004565703919450553,-58.961003119441315,-14.08906731743844,0.0,64.0,90.0,64.0,64.0
130,0.0014077032662903877,-0.0005869455984935944,-0.004154538840032942,-57.71566041270816,-14.856079467764099,0.0,64.0,90.0,64.0,64.0
131,-0.00419255098646096,-0.0033635361495926767,0.0005650594770001185,-58.20696451983231,-16.939540302921348,0.0,64.0,90.0,64.0,64.0
132,0.00863925157964288,0.007972372775191607,-0.0010658878873106663,-58.76129722568705,-17.793082524876922,0.0,64.0,90.0,64.0,64.0
133,-5.1326549846326e-05,-0.0019202824034313779,-0.004537950832227692,-57.46132242513564,-18.928834846506113,0.0,64.0,90.0,64.0,64.0
134,-0.001413508515166743,-0.011647196752992597,-0.003911000605234354,-57.15580666419628,-20.47785474773979,0.0,64.0,90.0,64.0,64.0
135,-0.001275182009906303,0.0007790644953612102,-0.005283037672202273,-56.60097787005976,-22.602298816467695,0.0,64.0,90.0,64.0,64.0
136,-0.0009755588451684115,-0.00015008895825746718,-0.0035225807806325156,-55.070411822946916,-23.103969202827393,0.0,64.0,90.0,64.0,64.0
137,0.003416570059183454,0.0027439015697638936,0.0012662611628511571,-54.118802544887934,-23.79456117615971,0.0,64.0,90.0,64.0,64.0
